    PID TTY          TIME CMD
  49752 pts/1    00:00:08 java
  49863 pts/1    00:00:01 java
  49916 pts/1    00:00:00 sh
  49917 pts/1    00:00:00 ps
.
..
.gitignore
pom.xml
README.md
src
target
    PID TTY          TIME CMD
    634 pts/0    00:00:00 bash
   2087 pts/0    00:00:08 java
   2145 pts/0    00:00:02 java
   2172 pts/0    00:00:00 sh
   2174 pts/0    00:00:00 ps
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23236 13940 ?        Ss   14:58   0:01 /sbin/init splash
root        3503  0.0  0.0 1745340 4224 ?        Sl   14:59   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 8000 -container-ip 172.24.0.2 -container-port 80 -use-listen-fd
www-data    3537  0.0  0.0 223508  8832 ?        S    14:59   0:00 apache2 -DFOREGROUND
www-data    3538  0.0  0.0 223508  8832 ?        S    14:59   0:00 apache2 -DFOREGROUND
www-data    3539  0.0  0.0 223508  8832 ?        S    14:59   0:00 apache2 -DFOREGROUND
www-data    3540  0.0  0.0 223508  8832 ?        S    14:59   0:00 apache2 -DFOREGROUND
www-data    3541  0.0  0.0 223508  8832 ?        S    14:59   0:00 apache2 -DFOREGROUND
dam         3575  0.0  0.0  20616 11776 ?        Ss   14:59   0:00 /usr/lib/systemd/systemd --user
dam         3576  0.0  0.0  23244  3732 ?        S    14:59   0:00 (sd-pam)
dam         3585  0.2  0.0 119300 14080 ?        S<sl 14:59   0:10 /usr/bin/pipewire
dam         3586  0.0  0.0 100352  5632 ?        Ssl  14:59   0:00 /usr/bin/pipewire -c filter-chain.conf
dam         3588  0.0  0.0  41080 25716 ?        Ss   14:59   0:00 /usr/bin/python3 /usr/bin/powerline-daemon --foreground
dam         3589  0.0  0.1 570556 32960 ?        S<sl 14:59   0:00 /usr/bin/wireplumber
dam         3590  0.3  0.0 125292 22108 ?        S<Lsl 14:59   0:17 /usr/bin/pipewire-pulse
dam         3591  0.0  0.0 319488 10368 ?        SLsl 14:59   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1001/keyring
dam         3592  0.0  0.0  10356  5120 ?        Ss   14:59   0:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
dam         3617  0.0  0.0 477960 14848 ?        Ssl  14:59   0:00 /usr/lib/x86_64-linux-gnu/cinnamon-session-binary --session cinnamon
dam         3831  0.0  0.0 453228 24384 ?        Sl   14:59   0:00 /usr/bin/csd-automount
dam         3832  0.0  0.0 304212  6272 ?        Sl   14:59   0:00 /usr/bin/csd-settings-remap
dam         3833  0.0  0.0 528080 26224 ?        Sl   14:59   0:00 /usr/bin/csd-power
dam         3835  0.0  0.0 379316 24204 ?        Sl   14:59   0:00 /usr/bin/csd-housekeeping
dam         3836  0.0  0.0 379776 24860 ?        Sl   14:59   0:00 /usr/bin/csd-wacom
dam         3837  0.0  0.0 541448 26848 ?        Sl   14:59   0:00 /usr/bin/csd-color
dam         3841  0.0  0.1 446340 33936 ?        Sl   14:59   0:00 /usr/bin/csd-background
dam         3842  0.0  0.0 383104  7936 ?        Sl   14:59   0:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
dam         3845  0.0  0.0 303796  5504 ?        Sl   14:59   0:00 /usr/bin/csd-screensaver-proxy
dam         3847  0.0  0.0 381736 27456 ?        Sl   14:59   0:00 /usr/bin/csd-xsettings
dam         3853  0.0  0.0 379080 25560 ?        Sl   14:59   0:00 /usr/bin/csd-keyboard
dam         3854  0.0  0.0   9556  4864 ?        S    14:59   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1001/at-spi/bus_0
dam         3855  0.0  0.0 671056 28044 ?        Sl   14:59   0:00 /usr/bin/csd-media-keys
dam         3856  0.0  0.0 305104 24448 ?        Sl   14:59   0:00 /usr/bin/csd-clipboard
dam         3857  0.0  0.0 318044 10496 ?        Sl   14:59   0:00 /usr/bin/csd-print-notifications
dam         3858  0.0  0.0 305208  6272 ?        Sl   14:59   0:00 /usr/bin/csd-a11y-settings
dam         3860  0.0  0.0 230372  6144 ?        Ssl  14:59   0:00 /usr/libexec/dconf-service
dam         3903  0.0  0.0 317224  8064 ?        Ssl  14:59   0:00 /usr/libexec/gvfsd
dam         3912  0.0  0.0 462632  7040 ?        Sl   14:59   0:00 /usr/libexec/gvfsd-fuse /run/user/1001/gvfs -f
dam         3932  0.0  0.0 236164  7808 ?        Sl   14:59   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
dam         3933  0.0  0.0 419012 15232 ?        Sl   14:59   0:00 /usr/libexec/csd-printer
dam         3952  0.0  0.0 392320 10240 ?        Ssl  14:59   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
dam         3966  0.0  0.0 313636  7296 ?        Ssl  14:59   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
dam         3971  0.0  0.0 312548  6400 ?        Ssl  14:59   0:00 /usr/libexec/gvfs-goa-volume-monitor
dam         3976  0.0  0.0 549744 23808 ?        Sl   14:59   0:00 /usr/libexec/goa-daemon
dam         3984  0.0  0.0 392064  9344 ?        Sl   14:59   0:00 /usr/libexec/goa-identity-service
dam         3990  0.0  0.0 312668  6784 ?        Ssl  14:59   0:00 /usr/libexec/gvfs-mtp-volume-monitor
dam         3996  0.0  0.0 392152  7808 ?        Ssl  14:59   0:00 /usr/libexec/gvfs-afc-volume-monitor
dam         4003  0.0  0.1 545316 40648 ?        Sl   14:59   0:00 cinnamon-launcher
dam         4007  1.9  0.7 5327748 239324 ?      Sl   14:59   1:38 cinnamon --replace
dam         4043  0.0  0.0 379080 24940 ?        Sl   14:59   0:00 /usr/lib/x86_64-linux-gnu/xapps/xapp-sn-watcher
dam         4066  0.0  0.0 313040  6400 ?        Sl   14:59   0:00 /usr/libexec/geoclue-2.0/demos/agent
dam         4076  0.0  0.0   9812  7680 ?        S    14:59   0:00 socat -T 60 openssl-connect:server:789,cafile=/etc/epoptes/server.crt,openssl-no-sni,openssl-commonname="",interval=60,forever EXEC:bash -c \"exec -a epoptes-client sh\"
dam         4081  0.0  0.2 1188124 68888 ?       Sl   14:59   0:00 /usr/bin/nemo-desktop
dam         4088  0.0  0.1 824168 63064 ?        Sl   14:59   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
dam         4090  0.0  0.1 395672 38648 ?        Sl   14:59   0:00 cinnamon-killer-daemon
dam         4091  0.0  0.1 557068 55268 ?        Sl   14:59   0:00 /usr/bin/python3 /usr/bin/blueman-applet
dam         4101  0.0  0.0   2800  1792 ?        S    14:59   0:00 epoptes-client
dam         4206  0.0  0.1 1275712 42496 ?       Ssl  14:59   0:00 /usr/libexec/evolution-source-registry
dam         4207  0.0  0.0  49072  8192 ?        Ss   14:59   0:00 /usr/libexec/bluetooth/obexd
dam         4228  0.0  0.0 893824 24192 ?        Ssl  14:59   0:00 /usr/libexec/evolution-calendar-factory
dam         4243  0.0  0.0 754664 30208 ?        Ssl  14:59   0:00 /usr/libexec/evolution-addressbook-factory
dam         4272  0.0  0.0 612408  8704 ?        Sl   14:59   0:00 /usr/libexec/gvfsd-trash --spawner :1.32 /org/gtk/gvfs/exec_spaw/0
dam         4285  0.0  0.0 239444  6784 ?        Ssl  14:59   0:00 /usr/libexec/gvfsd-metadata
dam         4339  0.0  0.2 873640 83004 ?        Sl   14:59   0:03 /usr/bin/nemo
dam         4386  0.0  0.0 566816 17600 ?        Ssl  14:59   0:00 /usr/libexec/xdg-desktop-portal
dam         4391  0.0  0.0 539480  7552 ?        Ssl  14:59   0:00 /usr/libexec/xdg-document-portal
dam         4395  0.0  0.0 312228  6272 ?        Ssl  14:59   0:00 /usr/libexec/xdg-permission-store
root        4402  0.0  0.0   2704  1920 ?        Ss   14:59   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1001/doc
dam         4407  0.0  0.0 386572  6912 ?        Ssl  14:59   0:00 /usr/libexec/xdg-desktop-portal-xapp
dam         4415  0.0  0.0 454548 27648 ?        Ssl  14:59   0:00 /usr/libexec/xdg-desktop-portal-gtk
dam         4622  0.0  0.2 1051568 96076 ?       Sl   14:59   0:00 mintUpdate
dam         4711  0.7  0.6 1218162712 201752 ?   SLsl 14:59   0:40 /usr/share/code/code .
dam         4720  0.0  0.1 33793296 48256 ?      S    14:59   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
dam         4721  0.0  0.1 33793288 48256 ?      S    14:59   0:00 /usr/share/code/code --type=zygote
dam         4723  0.0  0.0 33793308 12372 ?      S    14:59   0:00 /usr/share/code/code --type=zygote
dam         4742  0.0  0.0 33575960 3456 ?       Sl   14:59   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/dam/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=ffcbaf6f-6ad3-43ae-a094-29f0d95d234a&iid=ffcbaf6f-6ad3-43ae-a094-29f0d95d234a&sid=ffcbaf6f-6ad3-43ae-a094-29f0d95d234a --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.100.2 --annotation=lsb-release=Linux Mint 22.1 --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=34.5.1 --initial-client-fd=42 --shared-client-connection
dam         4757  2.5  0.5 34308032 170852 ?     Sl   14:59   2:11 /usr/share/code/code --type=gpu-process --crashpad-handler-pid=4742 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,1499432395240135617,3197909787626450185,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         4762  0.0  0.2 33909176 75168 ?      Sl   14:59   0:04 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=es --service-sandbox-type=none --crashpad-handler-pid=4742 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1499432395240135617,3197909787626450185,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         4780  1.2  1.0 1221389768 343456 ?   Sl   14:59   1:06 /usr/share/code/code --type=renderer --crashpad-handler-pid=4742 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --js-flags=--nodecommit_pooled_pages --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=es --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1761922715982818 --launch-time-ticks=74097485 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1499432395240135617,3197909787626450185,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:2077ebbb-7051-4e39-a683-b5e9dbae2e72
dam         4782  0.0  0.1  67204 36804 ?        S    14:59   0:00 /usr/bin/python3 /usr/share/system-config-printer/applet.py
dam         4849  0.8  0.8 1219589008 267620 ?   Sl   14:59   0:42 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=4742 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1499432395240135617,3197909787626450185,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         4859  0.3  0.4 1217878516 142552 ?   Sl   14:59   0:19 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=4742 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1499432395240135617,3197909787626450185,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         4860  0.0  0.3 1217895396 103192 ?   Sl   14:59   0:01 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=4742 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1499432395240135617,3197909787626450185,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         5047  0.0  0.2 1216097656 89892 ?    Sl   14:59   0:00 /usr/share/code/code /home/dam/.vscode/extensions/mtxr.sqltools-0.28.5/dist/languageserver.js --node-ipc --clientProcessId=4849
dam         5103  0.1  0.3 1217895576 111216 ?   Sl   14:59   0:09 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=4742 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1499432395240135617,3197909787626450185,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         5131  0.0  0.0  18532  9848 pts/1    Ss   14:59   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
dam         5357  1.6  3.3 8519624 1091756 ?     Sl   14:59   1:25 /home/dam/.vscode/extensions/redhat.java-1.46.0-linux-x64/jre/21.0.8-linux-x86_64/bin/java --add-modules=ALL-SYSTEM --add-opens java.base/java.util=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/sun.nio.fs=ALL-UNNAMED -Declipse.application=org.eclipse.jdt.ls.core.id1 -Dosgi.bundles.defaultStartLevel=4 -Declipse.product=org.eclipse.jdt.ls.core.product -Djava.import.generatesMetadataFilesAtProjectRoot=false -DDetectVMInstallationsJob.disabled=true -Dfile.encoding=utf8 -XX:+UseParallelGC -XX:GCTimeRatio=4 -XX:AdaptiveSizePolicyWeight=90 -Dsun.zip.disableMemoryMapping=true -Xmx2G -Xms100m -Xlog:disable -javaagent:/home/dam/.vscode/extensions/redhat.java-1.46.0-linux-x64/lombok/lombok-1.18.39-4050.jar -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/dam/.config/Code/User/workspaceStorage/ca56af9bd17edf0d0b22e3fedeb05d43/redhat.java -Daether.dependencyCollector.impl=bf -jar /home/dam/.vscode/extensions/redhat.java-1.46.0-linux-x64/server/plugins/org.eclipse.equinox.launcher_1.7.0.v20250519-0528.jar -configuration /home/dam/.config/Code/User/globalStorage/redhat.java/1.46.0/config_linux -data /home/dam/.config/Code/User/workspaceStorage/ca56af9bd17edf0d0b22e3fedeb05d43/redhat.java/jdt_ws --pipe=/run/user/1001/lsp-9bef03c7c7a0ee4b4857743b061f5d01.sock
dam         5439  0.4  0.1 496304 59940 ?        Sl   14:59   0:21 mintreport-tray
root        9417  0.0  0.0      0     0 ?        I    15:04   0:00 [kworker/6:0-rcu_gp]
root       40374  0.0  0.0      0     0 ?        I    15:29   0:00 [kworker/3:1-events]
root       41270  0.0  0.0      0     0 ?        I    15:29   0:00 [kworker/u65:2-events_power_efficient]
dam        52057  4.0  1.6 11897764 521000 ?     Sl   15:38   1:52 /usr/lib/firefox/firefox --private-window
dam        52063  0.0  0.0  23056  5120 ?        Sl   15:38   0:00 /usr/lib/firefox/crashhelper 52057 9 /tmp/ 10 12
root       52081  0.0  0.0      0     0 ?        I<   15:38   0:00 [kworker/u69:2-ttm]
dam        52154  0.5  0.1 231920 49972 ?        Sl   15:38   0:16 /usr/lib/firefox/firefox-bin -contentproc -parentBuildID 20250522210034 -prefsHandle 0:41818 -prefMapHandle 1:272664 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {ba50c726-3921-46be-9e1e-ae17d8299a4b} -parentPid 52057 -crashReporter 5 -crashHelperPid 52063 -appDir /usr/lib/firefox/browser 1 socket
root       52164  0.0  0.0      0     0 ?        I    15:38   0:00 [kworker/7:2-events]
root       52165  0.0  0.0      0     0 ?        I    15:38   0:00 [kworker/0:2-mm_percpu_wq]
dam        52184  0.0  0.3 2509284 123912 ?      Sl   15:38   0:01 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41867 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f412c9b5-92e0-40cf-9f6a-6e91a59eca87} -parentPid 52057 -crashReporter 6 -crashHelperPid 52063 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 2 tab
dam        52190  0.8  0.2 418872 72388 ?        Sl   15:38   0:23 /usr/lib/firefox/firefox-bin -contentproc -parentBuildID 20250522210034 -prefsHandle 0:41867 -prefMapHandle 1:272664 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {8e52d040-c1bd-4210-a1cf-c6409b75457e} -parentPid 52057 -crashReporter 5 -crashHelperPid 52063 -appDir /usr/lib/firefox/browser 3 rdd
dam        52271  0.2  0.4 19630344 160844 ?     Sl   15:38   0:05 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:50664 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {bfb4452b-1c5c-4f7f-8872-cf247e5d552c} -parentPid 52057 -crashReporter 6 -crashHelperPid 52063 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 4 tab
dam        52323  0.0  0.1 401236 52992 ?        Sl   15:38   0:00 /usr/lib/firefox/firefox-bin -contentproc -parentBuildID 20250522210034 -sandboxingKind 0 -prefsHandle 0:50759 -prefMapHandle 1:272664 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {a22b1f15-3662-45c4-ad49-bf61daa5155e} -parentPid 52057 -crashReporter 5 -crashHelperPid 52063 -appDir /usr/lib/firefox/browser 5 utility
dam        52334  0.1  0.6 2717392 205840 ?      Sl   15:38   0:04 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:40804 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {24b8c6cc-d3df-4672-a408-421ba1404d77} -parentPid 52057 -crashReporter 6 -crashHelperPid 52063 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 6 tab
dam        52352  0.1  0.5 2637448 186012 ?      Sl   15:38   0:02 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:40804 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {16b42f35-df65-4dc4-ae3a-d46cbe62f38b} -parentPid 52057 -crashReporter 6 -crashHelperPid 52063 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 7 tab
dam        52355  3.7  0.7 2722080 244548 ?      Sl   15:38   1:44 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:40804 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {6d06e834-7255-4e50-bd33-7a7e6012f207} -parentPid 52057 -crashReporter 6 -crashHelperPid 52063 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 8 tab
dam        52499  0.0  0.5 2662668 176180 ?      Sl   15:38   0:02 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41102 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {055c563c-e270-4fc0-a03e-bba956ec7da9} -parentPid 52057 -crashReporter 6 -crashHelperPid 52063 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 9 tab
root       52777  0.0  0.0      0     0 ?        I    15:39   0:00 [kworker/10:1]
root       52890  0.0  0.0      0     0 ?        I    15:39   0:00 [kworker/u66:4-events_unbound]
root       53084  0.0  0.0      0     0 ?        I    15:39   0:00 [kworker/8:0]
dam        53198  0.0  0.5 2605632 188764 ?      Sl   15:39   0:02 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41101 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8181128d-c0ca-4371-b1b8-678e87f50e63} -parentPid 52057 -crashReporter 6 -crashHelperPid 52063 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 10 tab
dam        53264  0.3  0.8 2700964 265764 ?      Sl   15:39   0:10 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41101 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2b18919d-ffc0-4f72-b0d8-dcc1c5aa5899} -parentPid 52057 -crashReporter 6 -crashHelperPid 52063 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 11 tab
root       56661  0.0  0.1 603648 44384 ?        Ssl  15:42   0:01 /usr/libexec/fwupd/fwupd
root       56662  0.0  0.0      0     0 ?        I    15:42   0:00 [kworker/11:1-events]
root       56783  0.0  0.0      0     0 ?        I    15:42   0:00 [kworker/9:2-cgroup_destroy]
root       59067  0.0  0.0      0     0 ?        I    15:44   0:00 [kworker/1:0-rcu_par_gp]
root       61803  0.0  0.0      0     0 ?        I    15:46   0:00 [kworker/u65:0-events_unbound]
root       70781  0.0  0.0      0     0 ?        I    15:53   0:00 [kworker/u66:1-flush-8:16]
root       71442  0.0  0.0      0     0 ?        I    15:54   0:01 [kworker/u64:3-comp_1.2.0]
root       78543  0.0  0.0      0     0 ?        I    15:59   0:00 [kworker/0:1-cgroup_destroy]
root       78825  0.0  0.0      0     0 ?        I    15:59   0:00 [kworker/4:0-rcu_par_gp]
root       80934  0.0  0.0      0     0 ?        I<   16:01   0:00 [kworker/u69:1-ttm]
root       86783  0.0  0.0      0     0 ?        I    16:06   0:00 [kworker/u64:1-gfx_low]
root       90298  0.0  0.0      0     0 ?        I    16:09   0:00 [kworker/4:2-events]
root       90299  0.0  0.0      0     0 ?        I    16:09   0:00 [kworker/5:1-mm_percpu_wq]
root       96145  0.0  0.0      0     0 ?        I    16:13   0:00 [kworker/u64:0-comp_1.3.0]
root       96537  0.0  0.0      0     0 ?        I    16:14   0:00 [kworker/u66:0-events_unbound]
root       97359  0.0  0.0      0     0 ?        I    16:14   0:00 [kworker/3:0-cgroup_destroy]
dam       100947  0.0  0.2 2437316 77824 ?       Sl   16:17   0:00 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41154 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f8b4a027-03d6-4b2f-bf9e-5081c4440366} -parentPid 52057 -crashReporter 6 -crashHelperPid 52063 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 14 tab
root      101251  0.0  0.0      0     0 ?        I    16:17   0:00 [kworker/u65:3-events_unbound]
dam       101337  0.0  0.2 2437316 77568 ?       Sl   16:17   0:00 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41154 -prefMapHandle 1:272664 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5c60af3b-abda-4667-8705-507206c5e343} -parentPid 52057 -crashReporter 6 -crashHelperPid 52063 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 15 tab
