USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23240 13500 ?        Ss   15:27   0:01 /sbin/init splash
root          45  0.0  0.0      0     0 ?        S    15:27   0:00 [cpuhp/5]
root          46  0.0  0.0      0     0 ?        S    15:27   0:00 [idle_inject/5]
root          47  0.0  0.0      0     0 ?        S    15:27   0:00 [migration/5]
root          48  0.0  0.0      0     0 ?        S    15:27   0:00 [ksoftirqd/5]
root          50  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/5:0H-events_highpri]
root          51  0.0  0.0      0     0 ?        S    15:27   0:00 [cpuhp/6]
root          52  0.0  0.0      0     0 ?        S    15:27   0:00 [idle_inject/6]
root          53  0.0  0.0      0     0 ?        S    15:27   0:00 [migration/6]
root          54  0.0  0.0      0     0 ?        S    15:27   0:00 [ksoftirqd/6]
root          56  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/6:0H-events_highpri]
root          57  0.0  0.0      0     0 ?        S    15:27   0:00 [cpuhp/7]
root          58  0.0  0.0      0     0 ?        S    15:27   0:00 [idle_inject/7]
root          59  0.0  0.0      0     0 ?        S    15:27   0:00 [migration/7]
root          60  0.0  0.0      0     0 ?        S    15:27   0:00 [ksoftirqd/7]
root          62  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/7:0H-events_highpri]
root          63  0.0  0.0      0     0 ?        S    15:27   0:00 [cpuhp/8]
root          64  0.0  0.0      0     0 ?        S    15:27   0:00 [idle_inject/8]
root          65  0.0  0.0      0     0 ?        S    15:27   0:00 [migration/8]
root          66  0.0  0.0      0     0 ?        S    15:27   0:00 [ksoftirqd/8]
root          68  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/8:0H-events_highpri]
root          69  0.0  0.0      0     0 ?        S    15:27   0:00 [cpuhp/9]
root          70  0.0  0.0      0     0 ?        S    15:27   0:00 [idle_inject/9]
root          71  0.0  0.0      0     0 ?        S    15:27   0:00 [migration/9]
root          72  0.0  0.0      0     0 ?        S    15:27   0:00 [ksoftirqd/9]
root          74  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/9:0H-events_highpri]
root          75  0.0  0.0      0     0 ?        S    15:27   0:00 [cpuhp/10]
root          76  0.0  0.0      0     0 ?        S    15:27   0:00 [idle_inject/10]
root          77  0.0  0.0      0     0 ?        S    15:27   0:00 [migration/10]
root          78  0.0  0.0      0     0 ?        S    15:27   0:00 [ksoftirqd/10]
root          80  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/10:0H-events_highpri]
root          81  0.0  0.0      0     0 ?        S    15:27   0:00 [cpuhp/11]
root          82  0.0  0.0      0     0 ?        S    15:27   0:00 [idle_inject/11]
root          83  0.0  0.0      0     0 ?        S    15:27   0:00 [migration/11]
root          84  0.0  0.0      0     0 ?        S    15:27   0:00 [ksoftirqd/11]
root          86  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/11:0H-events_highpri]
root          89  0.0  0.0      0     0 ?        S    15:27   0:00 [kdevtmpfs]
root          90  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-inet_]
root          92  0.0  0.0      0     0 ?        S    15:27   0:00 [kauditd]
root          96  0.0  0.0      0     0 ?        S    15:27   0:00 [khungtaskd]
root          97  0.0  0.0      0     0 ?        S    15:27   0:00 [oom_reaper]
root          99  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-write]
root         100  0.0  0.0      0     0 ?        S    15:27   0:00 [kcompactd0]
root         101  0.0  0.0      0     0 ?        SN   15:27   0:00 [ksmd]
root         102  0.0  0.0      0     0 ?        SN   15:27   0:00 [khugepaged]
root         103  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-kinte]
root         104  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-kbloc]
root         105  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-blkcg]
root         106  0.0  0.0      0     0 ?        S    15:27   0:00 [irq/9-acpi]
root         109  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-tpm_d]
root         110  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-ata_s]
root         111  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-md]
root         112  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-md_bi]
root         113  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-edac-]
root         115  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-devfr]
root         116  0.0  0.0      0     0 ?        S    15:27   0:00 [watchdogd]
root         117  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/2:1H-kblockd]
root         118  0.0  0.0      0     0 ?        S    15:27   0:00 [kswapd0]
root         119  0.0  0.0      0     0 ?        S    15:27   0:00 [ecryptfs-kthread]
root         120  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-kthro]
root         129  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-acpi_]
root         131  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-mld]
root         132  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-ipv6_]
root         140  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-kstrp]
root         142  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/u67:0]
root         150  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-crypt]
root         160  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-charg]
root         190  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/3:1H-kblockd]
root         196  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/9:1H-kblockd]
root         206  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/8:1H-kblockd]
root         209  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/6:1H-kblockd]
root         210  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/1:1H-kblockd]
root         211  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/0:1H-kblockd]
root         212  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/5:1H-kblockd]
root         214  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/7:1H-kblockd]
root         217  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/10:1H-kblockd]
root         223  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/11:1H-kblockd]
root         229  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/4:1H-kblockd]
root         234  0.0  0.0      0     0 ?        S    15:27   0:00 [scsi_eh_0]
root         235  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-scsi_]
root         236  0.0  0.0      0     0 ?        S    15:27   0:00 [scsi_eh_1]
root         237  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-scsi_]
root         238  0.0  0.0      0     0 ?        S    15:27   0:00 [scsi_eh_2]
root         239  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-scsi_]
root         240  0.0  0.0      0     0 ?        S    15:27   0:00 [scsi_eh_3]
root         241  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-scsi_]
root         242  0.0  0.0      0     0 ?        S    15:27   0:00 [scsi_eh_4]
root         243  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-scsi_]
root         244  0.0  0.0      0     0 ?        S    15:27   0:00 [scsi_eh_5]
root         246  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-scsi_]
root         247  0.0  0.0      0     0 ?        S    15:27   0:00 [scsi_eh_6]
root         248  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-scsi_]
root         249  0.0  0.0      0     0 ?        S    15:27   0:00 [scsi_eh_7]
root         251  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-scsi_]
root         263  0.0  0.0      0     0 ?        S    15:27   0:00 [scsi_eh_8]
root         265  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-scsi_]
root         266  0.0  0.0      0     0 ?        S    15:27   0:00 [scsi_eh_9]
root         267  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-scsi_]
root         273  0.0  0.0      0     0 ?        S    15:27   0:00 [scsi_eh_10]
root         274  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-scsi_]
root         296  0.0  0.0      0     0 ?        S    15:27   0:00 [scsi_eh_11]
root         297  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-scsi_]
root         298  0.0  0.0      0     0 ?        S    15:27   0:00 [usb-storage]
root         299  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-uas]
root         330  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-raid5]
root         380  0.0  0.0      0     0 ?        S    15:27   0:00 [jbd2/sdb3-8]
root         381  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-ext4-]
root         442  0.0  0.0  67108 17164 ?        S<s  15:27   0:00 /usr/lib/systemd/systemd-journald
root         476  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-rpcio]
root         477  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-xprti]
root         481  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-nvme-]
root         482  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-nvme-]
root         483  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-nvme-]
root         484  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-nvme-]
root         528  0.0  0.0  30172  7808 ?        Ss   15:27   0:00 /usr/lib/systemd/systemd-udevd
root         532  0.0  0.0      0     0 ?        S    15:27   0:00 [psimon]
root         914  0.0  0.0      0     0 ?        S    15:27   0:00 [jbd2/sda1-8]
root         915  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-ext4-]
root         919  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-amdgp]
root         920  0.0  0.0      0     0 ?        S    15:27   0:00 [jbd2/sdb4-8]
root         921  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-ext4-]
root         925  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-ttm]
root         926  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-amdgp]
root         927  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-amdgp]
root         928  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-amdgp]
root         929  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-dm_vb]
root         930  0.0  0.0      0     0 ?        S    15:27   0:00 [card1-crtc0]
root         931  0.0  0.0      0     0 ?        S    15:27   0:00 [card1-crtc1]
root         932  0.0  0.0      0     0 ?        S    15:27   0:00 [card1-crtc2]
root         933  0.0  0.0      0     0 ?        S    15:27   0:00 [card1-crtc3]
root         944  0.0  0.0      0     0 ?        S<   15:27   0:00 [spl_system_task]
root         945  0.0  0.0      0     0 ?        S<   15:27   0:00 [spl_delay_taskq]
root         946  0.0  0.0      0     0 ?        S<   15:27   0:00 [spl_dynamic_tas]
root         947  0.0  0.0      0     0 ?        S<   15:27   0:00 [spl_kmem_cache]
root         949  0.0  0.0      0     0 ?        S<   15:27   0:00 [zvol]
root         950  0.0  0.0      0     0 ?        S    15:27   0:00 [arc_prune]
root         951  0.0  0.0      0     0 ?        S    15:27   0:00 [arc_evict]
root         952  0.0  0.0      0     0 ?        SN   15:27   0:00 [arc_reap]
root         953  0.0  0.0      0     0 ?        S    15:27   0:00 [dbu_evict]
root         954  0.0  0.0      0     0 ?        SN   15:27   0:00 [dbuf_evict]
root         955  0.0  0.0      0     0 ?        SN   15:27   0:00 [z_vdev_file]
root         956  0.0  0.0      0     0 ?        S    15:27   0:00 [l2arc_feed]
_rpc        1058  0.0  0.0   7968  3968 ?        Ss   15:27   0:00 /sbin/rpcbind -f -w
systemd+    1065  0.0  0.0  21716 13056 ?        Ss   15:27   0:00 /usr/lib/systemd/systemd-resolved
systemd+    1066  0.0  0.0  91560  8064 ?        Ssl  15:27   0:00 /usr/lib/systemd/systemd-timesyncd
root        1089  0.0  0.0   5140  1536 ?        Ss   15:27   0:00 /usr/sbin/blkmapd
root        1118  0.0  0.0   5632  2688 ?        Ss   15:27   0:00 /usr/sbin/nfsdcld
root        1159  0.0  0.0 316472  8004 ?        Ssl  15:27   0:00 /usr/libexec/accounts-daemon
avahi       1161  0.0  0.0   8772  4352 ?        Ss   15:27   0:00 avahi-daemon: running [a108pc15.local]
message+    1163  0.0  0.0  12004  6144 ?        Ss   15:27   0:00 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        1166  0.0  0.0   5428  3456 ?        Ss   15:27   0:00 /usr/sbin/fsidd
root        1175  0.0  0.0  83016  4096 ?        Ssl  15:27   0:00 /usr/sbin/irqbalance
polkitd     1205  0.0  0.0 385176 10788 ?        Ssl  15:27   0:00 /usr/lib/polkit-1/polkitd --no-debug
root        1206  0.0  0.0 316380  7424 ?        Ssl  15:27   0:00 /usr/libexec/power-profiles-daemon
prometh+    1212  0.0  0.0 1611120 15232 ?       Ssl  15:27   0:00 /usr/bin/prometheus-node-exporter
root        1215  0.0  0.0  12560  6784 ?        Ss   15:27   0:00 /usr/sbin/smartd -n
root        1216  0.0  0.0 312468  6656 ?        Ssl  15:27   0:00 /usr/libexec/switcheroo-control
root        1218  0.0  0.0  18140  8844 ?        Ss   15:27   0:00 /usr/lib/systemd/systemd-logind
root        1220  0.0  0.0  17540  7680 ?        Ss   15:27   0:00 /usr/lib/systemd/systemd-machined
root        1223  0.0  0.0 258812 14336 ?        Ssl  15:27   0:05 /usr/bin/touchegg --daemon
root        1225  0.0  0.0 469452 14004 ?        Ssl  15:27   0:01 /usr/libexec/udisks2/udisksd
root        1230  0.0  0.0  76492 14336 ?        Ss   15:27   0:00 /usr/sbin/virtlockd
root        1234  0.0  0.0  76496 14464 ?        Ss   15:27   0:00 /usr/sbin/virtlogd
root        1236  0.0  0.0 102120  5376 ?        Ssl  15:27   0:00 zed -F
avahi       1242  0.0  0.0   8424  1280 ?        S    15:27   0:00 avahi-daemon: chroot helper
syslog      1249  0.0  0.0 222696  6272 ?        Ssl  15:27   0:00 /usr/sbin/rsyslogd -n -iNONE
root        1814  0.0  0.0 341092 20660 ?        Ssl  15:27   0:00 /usr/sbin/NetworkManager --no-daemon
root        1818  0.0  0.0  17380  6016 ?        Ss   15:27   0:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root        1844  0.0  0.0 318356 12268 ?        Ssl  15:27   0:00 /usr/sbin/ModemManager
root        1936  0.0  0.0      0     0 ?        S    15:27   0:00 [psimon]
root        1946  0.0  0.0  40696 11776 ?        Ss   15:27   0:00 /usr/sbin/cupsd -l
root        1960  0.0  0.1 2467536 48492 ?       Ssl  15:27   0:01 /usr/bin/containerd
colord      1979  0.0  0.0 323232 14320 ?        Ssl  15:27   0:00 /usr/libexec/colord
root        1991  0.0  0.0  88056 21120 ?        Ss   15:27   0:00 /usr/sbin/winbindd --foreground --no-process-group
root        2002  0.0  0.0  88856 15408 ?        S    15:27   0:00 winbindd: domain child [A108PC15]
cups-br+    2053  0.0  0.0 268652 19840 ?        Ssl  15:27   0:00 /usr/sbin/cups-browsed
root        2054  0.0  0.2 4057636 83020 ?       Ssl  15:27   0:02 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2055  0.0  0.0   9812  7552 ?        Ss   15:27   0:00 socat -T 60 openssl-connect:server:789,cafile=/etc/epoptes/server.crt,openssl-no-sni,openssl-commonname="",interval=60,forever EXEC:bash -c \"exec -a epoptes-client sh\"
root        2065  0.0  0.0  12040  2688 ?        Ss   15:27   0:00 /usr/sbin/cron -f -P
root        2068  0.0  0.0   3008  2304 ?        Ss   15:27   0:00 /usr/sbin/rpc.idmapd
statd       2081  0.0  0.0   4560  1796 ?        Ss   15:27   0:00 /usr/sbin/rpc.statd
root        2087  0.0  0.0  43212  1836 ?        Ss   15:27   0:00 /usr/sbin/rpc.mountd
kernoops    2122  0.0  0.0  12744  2056 ?        Ss   15:27   0:00 /usr/sbin/kerneloops --test
root        2125  0.0  0.0 380092  7252 ?        SLsl 15:27   0:00 /usr/sbin/lightdm
kernoops    2127  0.0  0.0  12744  2332 ?        Ss   15:27   0:00 /usr/sbin/kerneloops
root        2132  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-ipmi-]
root        2139  0.0  0.0      0     0 ?        I    15:27   0:00 [lockd]
root        2154  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/R-iprt-]
root        2160  0.0  0.0      0     0 ?        S    15:27   0:00 [iprt-VBoxTscThread]
root        2177  2.6  0.4 1212680 138348 tty7   Ssl+ 15:27   4:59 /usr/lib/xorg/Xorg -core :0 -seat seat0 -auth /var/run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch
root        2180  0.0  0.0  11320  1920 tty1     Ss+  15:27   0:00 /sbin/agetty -o -p -- \u --noclear - linux
root        2189  0.0  0.0      0     0 ?        I    15:27   0:00 [nfsd]
root        2190  0.0  0.0      0     0 ?        I    15:27   0:00 [nfsd]
root        2191  0.0  0.0      0     0 ?        I    15:27   0:00 [nfsd]
root        2192  0.0  0.0      0     0 ?        I    15:27   0:00 [nfsd]
root        2193  0.0  0.0      0     0 ?        I    15:27   0:00 [nfsd]
root        2194  0.0  0.0      0     0 ?        I    15:27   0:00 [nfsd]
root        2195  0.0  0.0      0     0 ?        I    15:27   0:00 [nfsd]
root        2196  0.0  0.0      0     0 ?        I    15:27   0:00 [nfsd]
root        2263  0.0  0.0 228108 26364 ?        Ss   15:27   0:00 /usr/sbin/apache2 -k start
libvirt+    2315  0.0  0.0  11484  2092 ?        S    15:27   0:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
root        2316  0.0  0.0  11484  1068 ?        S    15:27   0:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
www-data    2328  0.0  0.0 228756 12624 ?        S    15:27   0:00 /usr/sbin/apache2 -k start
www-data    2329  0.0  0.0 228756 12624 ?        S    15:27   0:00 /usr/sbin/apache2 -k start
www-data    2330  0.0  0.0 228756 12624 ?        S    15:27   0:00 /usr/sbin/apache2 -k start
www-data    2331  0.0  0.0 228756 12624 ?        S    15:27   0:00 /usr/sbin/apache2 -k start
www-data    2332  0.0  0.0 228756 12624 ?        S    15:27   0:00 /usr/sbin/apache2 -k start
rtkit       2411  0.0  0.0  22940  3328 ?        SNsl 15:27   0:00 /usr/libexec/rtkit-daemon
root        2451  0.0  0.0      0     0 ?        I<   15:27   0:00 [kworker/u69:2-ttm]
root        2512  0.0  0.0 320168  9600 ?        Ssl  15:27   0:00 /usr/libexec/upowerd
root        3187  0.0  0.0 236232  9424 ?        Sl   15:27   0:00 lightdm --session-child 13 20
root        3233  0.0  0.0 1238360 14212 ?       Sl   15:27   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 5df934926b0f1fcae370ac4d81a091d31014ed4fc6bbd199b02e9a4020afa491 -address /run/containerd/containerd.sock
root        3256  0.0  0.0 223476 29140 ?        Ss   15:27   0:00 apache2 -DFOREGROUND
root        3332  0.0  0.0 1745340 4224 ?        Sl   15:27   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 8000 -container-ip 172.24.0.2 -container-port 80 -use-listen-fd
root        3338  0.0  0.0 1745340 4224 ?        Sl   15:27   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 8000 -container-ip 172.24.0.2 -container-port 80 -use-listen-fd
www-data    3373  0.0  0.0 223508  8704 ?        S    15:27   0:00 apache2 -DFOREGROUND
www-data    3374  0.0  0.0 223508  8704 ?        S    15:27   0:00 apache2 -DFOREGROUND
www-data    3375  0.0  0.0 223508  8704 ?        S    15:27   0:00 apache2 -DFOREGROUND
www-data    3376  0.0  0.0 223508  8704 ?        S    15:27   0:00 apache2 -DFOREGROUND
www-data    3377  0.0  0.0 223508  8704 ?        S    15:27   0:00 apache2 -DFOREGROUND
dam         3410  0.0  0.0  20620 11648 ?        Ss   15:27   0:00 /usr/lib/systemd/systemd --user
dam         3411  0.0  0.0  23240  3728 ?        S    15:27   0:00 (sd-pam)
dam         3420  0.2  0.0 118780 14476 ?        S<sl 15:27   0:24 /usr/bin/pipewire
dam         3421  0.0  0.0 100352  5632 ?        Ssl  15:27   0:00 /usr/bin/pipewire -c filter-chain.conf
dam         3423  0.0  0.0  41080 25856 ?        Ss   15:27   0:00 /usr/bin/python3 /usr/bin/powerline-daemon --foreground
dam         3424  0.0  0.1 570560 32320 ?        S<sl 15:27   0:00 /usr/bin/wireplumber
dam         3425  0.3  0.0 125436 21912 ?        S<Lsl 15:27   0:39 /usr/bin/pipewire-pulse
dam         3426  0.0  0.0 319492 10240 ?        SLsl 15:27   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1001/keyring
dam         3427  0.0  0.0  10580  5632 ?        Ss   15:27   0:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
dam         3452  0.0  0.0 551688 14976 ?        Ssl  15:27   0:00 /usr/lib/x86_64-linux-gnu/cinnamon-session-binary --session cinnamon
dam         3664  0.0  0.0 453224 24884 ?        Sl   15:27   0:00 /usr/bin/csd-automount
dam         3665  0.0  0.0 304208  6272 ?        Sl   15:27   0:00 /usr/bin/csd-settings-remap
dam         3666  0.0  0.0 528080 26184 ?        Sl   15:27   0:00 /usr/bin/csd-power
dam         3668  0.0  0.0 379312 24404 ?        Sl   15:27   0:00 /usr/bin/csd-housekeeping
dam         3669  0.0  0.0 379776 24908 ?        Sl   15:27   0:00 /usr/bin/csd-wacom
dam         3670  0.0  0.0 541440 27048 ?        Sl   15:27   0:00 /usr/bin/csd-color
dam         3671  0.0  0.1 446332 34464 ?        Sl   15:27   0:00 /usr/bin/csd-background
dam         3675  0.0  0.0 383100  7936 ?        Sl   15:27   0:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
dam         3676  0.0  0.0 303796  5376 ?        Sl   15:27   0:00 /usr/bin/csd-screensaver-proxy
dam         3680  0.0  0.0 381740 27676 ?        Sl   15:27   0:00 /usr/bin/csd-xsettings
dam         3686  0.0  0.0 379076 25584 ?        Sl   15:27   0:01 /usr/bin/csd-keyboard
dam         3687  0.0  0.0   9556  4736 ?        S    15:27   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1001/at-spi/bus_0
dam         3688  0.0  0.0 671052 27688 ?        Sl   15:27   0:00 /usr/bin/csd-media-keys
dam         3689  0.0  0.0 305104 24264 ?        Sl   15:27   0:00 /usr/bin/csd-clipboard
dam         3690  0.0  0.0 318044 10752 ?        Sl   15:27   0:00 /usr/bin/csd-print-notifications
dam         3691  0.0  0.0 305204  6400 ?        Sl   15:27   0:00 /usr/bin/csd-a11y-settings
dam         3697  0.0  0.0 230372  5760 ?        Ssl  15:27   0:00 /usr/libexec/dconf-service
dam         3736  0.0  0.0 317236  8064 ?        Ssl  15:27   0:00 /usr/libexec/gvfsd
dam         3745  0.0  0.0 462632  6912 ?        Sl   15:27   0:00 /usr/libexec/gvfsd-fuse /run/user/1001/gvfs -f
dam         3767  0.0  0.0 236164  7552 ?        Sl   15:27   0:01 /usr/libexec/at-spi2-registryd --use-gnome-session
dam         3769  0.0  0.0 419012 15360 ?        Sl   15:27   0:00 /usr/libexec/csd-printer
dam         3786  0.0  0.0 392316 10496 ?        Ssl  15:27   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
dam         3799  0.0  0.0 313636  7040 ?        Ssl  15:27   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
dam         3804  0.0  0.0 312548  6400 ?        Ssl  15:27   0:00 /usr/libexec/gvfs-goa-volume-monitor
dam         3809  0.0  0.0 549740 23936 ?        Sl   15:27   0:00 /usr/libexec/goa-daemon
dam         3817  0.0  0.0 392064  9088 ?        Sl   15:27   0:00 /usr/libexec/goa-identity-service
dam         3824  0.0  0.0 312668  6784 ?        Ssl  15:27   0:00 /usr/libexec/gvfs-mtp-volume-monitor
dam         3829  0.0  0.0 392152  7936 ?        Ssl  15:27   0:00 /usr/libexec/gvfs-afc-volume-monitor
